,Желаемая вакансия,Желаемая зарплата,Пол,Возраст,Местонахождения,Общий стаж,Работодатели,Ключевые навыки,Образование,Знание языков
709,Менеджер по продажам,40 000 руб.,Мужчина,26 лет,ТАМБОВ,Опыт работы 4 года 4 месяца,"['ООО ТД ""АКЦЕНТ-АГРО""', 'SHELL', 'ЖИЛИЩНАЯ КОМПАНИЯ ""ТАМБОВИНВЕСТСЕРВИС""', 'РОЗНИЧНАЯ СЕТЬ МТС']","['ДОКУМЕНТАЛЬНОЕ СОПРОВОЖДЕНИЕ', 'ВЕДЕНИЕ ПЕРЕГОВОРОВ', 'АКТИВНЫЕ ПРОДАЖИ', 'РАБОТА В КОМАНДЕ', 'ДЕЛОВОЕ ОБЩЕНИЕ', 'УПРАВЛЕНИЕ ПРОДАЖАМИ', 'B2B ПРОДАЖИ', 'ПРЯМЫЕ ПРОДАЖИ', 'НАВЫКИ ПРОДАЖ', 'B2C ПРОДАЖИ', 'ЗАКЛЮЧЕНИЕ ДОГОВОРОВ', 'УПРАВЛЕНИЕ ПЕРСОНАЛОМ']","['ТАМБОВСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ИМ. Г.Р. ДЕРЖАВИНА, ТАМБОВ']","['РУССКИЙ', 'АНГЛИЙСКИЙ']"
710,Менеджер по продажам,45 000 руб.,Мужчина,25 лет,БЕРЕЗОВСКИЙ (СВЕРДЛОВСКАЯ ОБЛАСТЬ),Опыт работы 3 года 6 месяцев,"['СВЯЗНОЙ', 'TELE2 РОССИЯ']","['СТРЕССОУСТОЙЧИВОСТЬ', 'ОБУЧАЕМОСТЬ', 'MS WORD', 'MS EXCEL', 'УВЕРЕННЫЙ ПОЛЬЗОВАТЕЛЬ ПК']",[],['РУССКИЙ']
711,Менеджер по продажам,60 000 руб.,Мужчина,36 лет,АПРЕЛЕВКА,Опыт работы 13 лет 3 месяца,"['ВОСТОК-АВТО (ОФИЦИАЛЬНЫЙ ДИЛЕР HYUNDAI)', 'ООО ""ПРОФПАРК""', 'ВОСТОК-АВТО (ОФИЦИАЛЬНЫЙ ДИЛЕР HYUNDAI)', 'ООО ""ЕВРОТЮНИНГ""', 'ГК АВТОМИР (VW ГЕРМАНИКА)']",,['МОСКОВСКАЯ АКАДЕМИЯ КОММУНАЛЬНОГО ХОЗЯЙСТВА И СТРОИТЕЛЬСТВА'],"['РУССКИЙ', 'АНГЛИЙСКИЙ']"
712,"Менеджер по продажам (только интернет-магазин, 2/2",70 000 руб.,Мужчина,36 лет,МОСКВА,Опыт работы 13 лет 1 месяц,"['ЛАМПАРТ', 'REGEN-BOGEN', 'ОКНА КОМФОРТА', 'ОКНА РОСТА', 'ТВОЙ ДОМ, КРОКУС СИТИ']","['ПРОДАВАТЬ....', 'РАБОТА С КАССОЙ', 'НАВЫКИ ПРОДАЖ', 'ПРЯМЫЕ ПРОДАЖИ', 'МЕРЧЕНДАЙЗИНГ', 'РАБОТА В КОМАНДЕ', 'КЛИЕНТООРИЕНТИРОВАННОСТЬ', 'ТЕЛЕФОННЫЕ ПЕРЕГОВОРЫ', 'ГРАМОТНАЯ РЕЧЬ', 'АКТИВНЫЕ ПРОДАЖИ', 'ПОЛЬЗОВАТЕЛЬ ПК', 'ЗАКЛЮЧЕНИЕ ДОГОВОРОВ', 'РАБОТА С ТЕКУЩЕЙ БАЗОЙ КЛИЕНТОВ', 'КАССОВЫЕ ОПЕРАЦИИ', 'ВЕДЕНИЕ ПЕРЕГОВОРОВ']",['МГУП'],"['РУССКИЙ', 'АНГЛИЙСКИЙ']"
713,Менеджер по продажам,50 000 руб.,Мужчина,28 лет,ВОРОНЕЖ,Опыт работы 3 года 10 месяцев,"['СДС, ООО', 'FRESH AUTO', 'ГАЗФОНД, НЕГОСУДАРСТВЕННЫЙ ПЕНСИОННЫЙ ФОНД', 'UBER', 'ЭР-ТЕЛЕКОМ ХОЛДИНГ, ЗАО']","['ДЕЛОВАЯ КОММУНИКАЦИЯ', 'ОБУЧЕНИЕ И РАЗВИТИЕ']","['РОССИЙСКАЯ АКАДЕМИЯ ПРАВОСУДИЯ ПРИ ВЕРХОВНОМ СУДЕ И ВЫСШЕМ АРБИТРАЖНОМ СУДЕ, МОСКВА']",['РУССКИЙ']
714,Менеджер по продажам,60 000 руб.,Мужчина,24 года,МОСКВА,Опыт работы 1 год 9 месяцев,"['ТАКСКОМ, ООО', 'РУСГЕОКОМ']","['ДЕЛОВОЕ ОБЩЕНИЕ', '1С: ДОКУМЕНТООБОРОТ', 'СОПРОВОЖДЕНИЕ КЛИЕНТОВ', 'ВЕДЕНИЕ КЛИЕНТСКОЙ БАЗЫ', 'РАБОТА С КЛИЕНТАМИ', 'ПОЛЬЗОВАТЕЛЬ ПК', 'ОПЫТ ПРОДАЖ', 'КОНТРОЛЬ ОФОРМЛЕНИЯ ДОКУМЕНТОВ', 'ОРГАНИЗАТОРСКИЕ НАВЫКИ', 'ДЕЛОВАЯ ПЕРЕПИСКА', 'КОНСУЛЬТИРОВАНИЕ', 'ПОДГОТОВКА КОММЕРЧЕСКИХ ПРЕДЛОЖЕНИЙ']","['РОССИЙСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ФИЗИЧЕСКОЙ КУЛЬТУРЫ, СПОРТА, МОЛОДЕЖИ И ТУРИЗМА, МОСКВА']","['РУССКИЙ', 'АНГЛИЙСКИЙ']"
715,"руководитель направления. менеджер по продажам, закупкам",35 000 руб.,Мужчина,39 лет,КУРСК,Опыт работы 15 лет,"['ООО ""КОМПАНИЯ ЭНКОР""', 'ООО ""САН ТУТ""', 'ЗАВОД ""ЗЕНИТ ЧЕРНОЗЕМЬЕ""', 'ООО ТК ""СТРОЙРЕСУРС""', 'ООО ""РАДОМИР""', 'ООО ""СУПЕРСТРОЙ-НИЖНИЙ НОВГОРОД"", ТК ""СТРОЙ АРСЕНАЛ""', 'ТК ""СТРОЙГИГАНТ""']",,['КУРСКИЙ ГОСУДАРСТВЕННЫЙ ТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ'],"['РУССКИЙ', 'АНГЛИЙСКИЙ']"
716,Территориальный менеджер по продажам (Стоматологические материалы),70 000 руб.,Мужчина,31 год,МОСКВА,Опыт работы 10 лет 5 месяцев,"['""РАББЕРДАМ КЛУБ""', 'ООО""БОРЫ.РУ""', 'ООО ""ХЕЛС МЕХАНИКС ФЛГ""', 'ФИТНЕС КЛУБ ""СПОРТИВ""', 'ООО ""АЛЬЯНС"" ДЕКОР-ЦЕНТР OIKOS', 'ИП ГРИШАКОВА Н.В. СЕТЬ МАГАЗИНОВ «СУДАРЬ»', 'ЗАО ""БЕРТА""', 'ЗАО""РЕ ТРЕЙДИНГ""']",,"['""ИНСТИТУТ АМДИНИСТРИРОВАНИЯ МЕЖДУНАРОДНОГО ТУРИЗМА""', 'ТРЕНИНГ ПО ПРОГРАММЕ ""ПЕРСОНАЛЬНЫЙ ТРЕНЕР ПО ФИТНЕСУ И БОДИБИЛДИГУ""']","['РУССКИЙ', 'АНГЛИЙСКИЙ', 'ФРАНЦУЗСКИЙ']"
717,"Региональный,Территориальный менеджер по продажам ЦФО",70 000 руб.,Мужчина,41 год,ТВЕРЬ,Опыт работы 17 лет,"['ООО СТАТУС-ГРУПП(АЛКОГОЛЬНАЯ ПРОДУКЦИЯ)', 'ООО ВОСТОЧНО ЕВРОПЕЙСКАЯ ДИСТРИБЬЮТОРСКАЯ КОМПАНИЯ(АЛКОГОЛЬНАЯ ПРОДУКЦИЯ)', 'ООО РУССКИЙ АЛКОГОЛЬ', 'OOO ХЕЙНИКЕН КОММЕРЧЕСКИЙ СЕРВИС', 'ООО ТАНДЕМ-ВОЛГА(ЭКСКЛЮЗИВНЫЙ ДИСТРИБЬЮТОР PROCTER&GEMBLE)', 'ООО ФОРМУЛА ДОСТАВКИ (ГК МЕГАПОЛИС,  ДИСТРИБЬЮТОР PHILIP MORRIS)', 'ООО ФОРМУЛА ДОСТАВКИ (ГК МЕГАПОЛИС,  ДИСТРИБЬЮТОР PHILIP MORRIS)', 'ФОРМУЛА ДОСТАВКИ (ГК МЕГАПОЛИС,  ДИСТРИБЬЮТОР PHILIP MORRIS)']","['РАБОТА В КОМАНДЕ,', 'УПРАВЛЕНИЕ ПЕРСОНАЛОМ', 'УПРАВЛЕНИЕ ПРОДАЖАМИ', 'ПОДБОР ПЕРСОНАЛА', 'ОБУЧЕНИЕ И РАЗВИТИЕ', 'МОТИВАЦИЯ ПЕРСОНАЛА', 'РАЗВИТИЕ ПРОДАЖ', 'ТРЕНИНГИ']","['ТВЕРСКОЙ ГОСУДАРСТВЕННЫЙ ТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ, ТВЕРЬ']","['РУССКИЙ', 'АНГЛИЙСКИЙ']"
718,Менеджер по продажам,50 000 руб.,Мужчина,30 лет,ПЕРМЬ,Опыт работы 11 лет,"['ИП (СВОЙ МАГАЗИН)', 'ОАО МРСК УРАЛА (МРСК ПЕРМЬ)', 'ООО ""ЦИФРОГРАД"" (НАСТ. ВРЕМЯ ""СВЯЗНОЙ"")', 'ООО ""ЗАПАДУРАЛСНАБ""']","['ВЕДЕНИЕ КЛИЕНТСКОЙ БАЗЫ', 'СОСТАВЛЕНИЕ ДОГОВОРОВ', 'ПРЯМЫЕ ПРОДАЖИ', 'ХОЛОДНЫЕ ПРОДАЖИ', 'КОНСУЛЬТАТИВНЫЕ ПРОДАЖИ', 'АНАЛИЗ ПРОДАЖ', 'ЗНАНИЕ ТЕХНИКИ ПРОДАЖ', 'ОЦЕНКА ПОТРЕБНОСТЕЙ КЛИЕНТОВ', 'УЧЕТ ТОВАРОВ', 'B2C ПРОДАЖИ', 'РАБОТА С ТЕКУЩЕЙ БАЗОЙ КЛИЕНТОВ', 'СОПРОВОЖДЕНИЕ КЛИЕНТОВ', 'ДОКУМЕНТООБОРОТ', 'ПРОДВИЖЕНИЕ ОБЪЕКТА', 'ОТЧЕТНОСТЬ', 'B2B ПРОДАЖИ', 'СТАТИСТИКА', 'ПОИСК И ПРИВЛЕЧЕНИЕ КЛИЕНТОВ', 'CRM БИТРИКС 24', '1С: ТОРГОВЛЯ', 'ТЕЛЕФОННЫЕ ПЕРЕГОВОРЫ', 'ЗАКЛЮЧЕНИЕ ДОГОВОРОВ', 'ТОРГОВЛЯ']",['ПСГК'],"['РУССКИЙ', 'АНГЛИЙСКИЙ']"
719,"Продавец-консультант, менеджер",25 000 руб.,Женщина,38 лет,КОЛЬЧУГИНО,Опыт работы 6 лет 4 месяца,"['ИП БОБРОВ ДВ', 'ИП КАРПЕЕВ АА', 'МАГАЗИН ЭЛЕКС']","['УМЕНИЕ РАБОТАТЬ В КОМАНДЕ', 'ПОЛЬЗОВАТЕЛЬ ПК', 'ВЕДЕНИЕ ПЕРЕГОВОРОВ', 'РАБОТА С ОРГТЕХНИКОЙ', 'ДЕЛОВАЯ ПЕРЕПИСКА', 'ПРЯМЫЕ ПРОДАЖИ', 'ДЕЛОВОЕ ОБЩЕНИЕ', 'ГРАМОТНАЯ РЕЧЬ', 'НАВЫКИ РАБОТЫ С ВОЗРАЖЕНИЯМИ', 'НАВЫКИ ТЕЛЕФОННЫХ ПРОДАЖ', 'РАБОТА С ВОЗРАЖЕНИЯМИ', 'НАВЫКИ ПРОДАЖ']","['МОСКОВСКИЙ ГОСУДАРСТВЕННЫЙ ОТКРЫТЫЙ УНИВЕРСИТЕТ ИМ. В.С. ЧЕРНОМЫРДИНА, МОСКВА']",['РУССКИЙ']
720,Менеджер по продажам,250 000 руб.,Женщина,32 года,СОЧИ,Опыт работы 5 лет 2 месяца,"['ООО « ТД РКС - СОЧИ""', 'ООО "" ПОДРЯДГОРСТРОЙ""']","['ВЕДЕНИЕ КЛИЕНТСКОЙ БАЗЫ', 'ВЕДЕНИЕ АКТИВНЫХ КЛИЕНТОВ', 'ВЕДЕНИЕ ПЕРЕГОВОРОВ', 'НАВЫКИ ПЕРЕГОВОРОВ', 'B2B ПРОДАЖИ', 'АКТИВНЫЕ ПРОДАЖИ', 'ПОЛЬЗОВАТЕЛЬ ПК', 'БИЗНЕС-КОНСУЛЬТИРОВАНИЕ', 'ЮРИДИЧЕСКОЕ СОПРОВОЖДЕНИЕ', 'КОММЕРЧЕКАЯ НЕДВИЖИМОСТЬ', 'ДОКУМЕНТАЛЬНОЕ СОПРОВОЖДЕНИЕ', 'РАБОТА В СИСТЕМЕ МНОГОЗАДАЧНОСТЬ']","['САМАРСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ПУТЕЙ СООБЩЕНИЯ', 'Н. БЕЛОЧКИНА « БЕЗОТКАЗНЫЕ СКРИПТЫ ПРОДАЖ""', 'Б. ЖАЛИЛО « 50 ОТТЕНКОВ ДОРОГО""', 'И. МАНН « КАК СТАТЬ НОМЕРОМ 1""', 'И. РЫЗОВ « ЖЕСТКИЕ ПЕРЕГОВОРЫ""']","['РУССКИЙ', 'АНГЛИЙСКИЙ']"
721,менеджер по продажам,40 000 руб.,Мужчина,44 года,МОСКВА,Опыт работы 12 лет 7 месяцев,"['ООО""ИДЕАЛ ЦЕНТР""', '""ЭКСПРЕСС ПОЧТА""', '""ДЕЛОВОЙ МИР""']",,"['МГИМ', 'КОЛЛЕДЖ ИМ ПАВЛОВА']","['РУССКИЙ', 'АНГЛИЙСКИЙ', 'НЕМЕЦКИЙ']"
722,Помощник руководителя,100 000 руб.,Мужчина,23 года,ИСТРА,Опыт работы 2 года 8 месяцев,"['ООО МЕГАПОЛИС', 'СВЯЗНОЙ', 'ООО НАВИГАТОР РЕКОРДС']","['1С-РАРУС', 'АКТИВНЫЕ ПРОДАЖИ', 'ПОЛЬЗОВАТЕЛЬ ПК', 'РАБОТА С КАССОЙ', 'РАБОТА В КОМАНДЕ', 'КАССОВЫЕ ДОКУМЕНТЫ', 'КАССОВЫЕ ОПЕРАЦИИ', 'ИНКАССАЦИЯ', 'РАБОТА С ВОЗРАЖЕНИЯМИ', 'НАВЫКИ ПРОДАЖ', 'ГРАМОТНАЯ РЕЧЬ', 'ДЕЛОВОЕ ОБЩЕНИЕ', 'АНГЛИЙСКИЙ ЯЗЫК', 'ДЕЛОВАЯ ПЕРЕПИСКА', 'РАБОТА С БОЛЬШИМ ОБЪЕМОМ ИНФОРМАЦИИ']","['МГМУ ИМЕНИ СЕЧЕНОВА', 'МОСКОВСКИЙ ГОСУДАРСТВЕННЫЙ ОБЛАСТНОЙ УНИВЕРСИТЕТ, МОСКВА']","['РУССКИЙ', 'АНГЛИЙСКИЙ']"
723,"Менеджер по продажам, рассмотрю другие работы ( Готов учится и познать новую профессию)",75 000 руб.,Мужчина,33 года,МОСКВА,Опыт работы 9 лет 8 месяцев,"['АВТО ПОДБОР HELP BUY AUTO', 'ПРОНАТЭК', 'NESTLE']","['ОТВЕТСТВЕННОСТЬ, ДЕЛИКАТНОСТЬ, СТАРАТЕЛЬНОСТЬ.']","['МОСКОВСКИЙ ФИНАНСОВО-ЮРИДИЧЕСКИЙ УНИВЕРСИТЕТ (МОСКОВСКАЯ ФИНАНСОВО-ЮРИДИЧЕСКАЯ АКАДЕМИЯ), МОСКВА']",['РУССКИЙ']
724,"Управленческая деятельность  , менеджер по продажам",60 000 руб.,Мужчина,36 лет,МОСКВА,Опыт работы 10 лет 6 месяцев,"['ООО ""ГК-ГУРД""', 'ООО""ГЛОНАСС СИСТЕМ""', 'ООО ""8 МАРТА""', 'ООО ""ЦВЕТ ДИВАНОВ""', 'ООО ""ЦВЕТ ДИВАНОВ""']","['1С: РОЗНИЦА', '1С: ТОРГОВЛЯ', 'АКТИВНОСТЬ', 'АКТИВНЫЕ ПРОДАЖИ', 'ВЫСОКАЯ РАБОТОСПОСОБНОСТЬ', 'РАЗВИТИЕ ПРОДАЖ', 'САМОСТОЯТЕЛЬНОСТЬ', 'СТРЕССОУСТОЙЧИВОСТЬ', 'УПРАВЛЕНИЕ ОТНОШЕНИЯМИ С КЛИЕНТАМИ', 'УПРАВЛЕНИЕ ПЕРСОНАЛОМ', 'ЦЕЛЕУСТРЕМЛЕННОСТЬ']","['УНИВЕРСИТЕТ РОССИЙСКОЙ АКАДЕМИИ ОБРАЗОВАНИЯ, Г. МОСКВА', 'ПРОФЕССИОНАЛЬНОЕ УЧИЛИЩЕ №27 ГОР. МОСКВЫ']","['РУССКИЙ', 'АНГЛИЙСКИЙ']"
725,Менеджер по продажам,45 руб.,Женщина,28 лет,МОСКВА,Опыт работы 1 год 6 месяцев,"['ООО, УК ПЛЮС""', 'ООО ""БИР МИР"" ', 'ГЛОБАЛ ТРАК СЕРВИС, ООО']","['ПРОВЕДЕНИЕ ПРОМО АКЦИЙ', 'ХОЛОДНЫЕ ПРОДАЖИ', 'РАБОТА С ТЕКУЩЕЙ БАЗОЙ КЛИЕНТОВ', 'ВЕДЕНИЕ ПЕРЕГОВОРОВ', 'ЗАКЛЮЧЕНИЕ ДОГОВОРОВ', 'ДЕЛОВАЯ ПЕРЕПИСКА', 'ТЕЛЕФОННЫЕ ПЕРЕГОВОРЫ', 'ДЕЛОВОЕ ОБЩЕНИЕ', 'ПОЛЬЗОВАТЕЛЬ ПК', 'MS OUTLOOK', 'РАБОТА В КОМАНДЕ', 'MS POWERPOINT', '1С: ПРЕДПРИЯТИЕ 8']","['БАЛАШОВСКИЙ ИНСТИТУТ (ФИЛИАЛ) САРАТОВСКОГО ГОСУДАРСТВЕННОГО УНИВЕРСИТЕТА ИМ. Н.Г. ЧЕРНЫШЕВСКОГО, БАЛАШОВ']",['РУССКИЙ']
726,"Менеджер по продажам,торговый представитель ",65 000 руб.,Мужчина,29 лет,ТЮМЕНЬ,Опыт работы 5 лет 8 месяцев,"['МЕТТРАНСТЕРМИНАЛ', 'ООО ПТК АЛЬЯНС', 'МОБИЛЬНЫЕ ТЕЛЕСИСТЕМЫ (МТС)']","['1С: РОЗНИЦА', 'MS EXCEL', 'MS WORD', 'ХОЛОДНЫЕ ЗВОНКИ']","['ТЮМЕНСКИЙ ГОСУДАРСТВЕННЫЙ НЕФТЕГАЗОВЫЙ УНИВЕРСИТЕТ, ТЮМЕНЬ', 'СЛЕСАРЬ КИПИА', '""ПОСТРОЕНИЕ СИСТЕМЫ ЭФФЕКТИВНЫХ ПРОДАЖ""', 'ПСИХОЛОГИЯ ПРОДАЖ']","['РУССКИЙ', 'АНГЛИЙСКИЙ']"
727,"Менеджер по продажам, Торговый представитель, Региональный представитель",60 000 руб.,Мужчина,38 лет,САНКТ-ПЕТЕРБУРГ,Опыт работы 15 лет 2 месяца,"['ООО ""ХАРВЕСТ""', 'ОАО «ТЕПЛОВСКАЯ ДОРПМК»', 'ООО ""ИСТОК-ВОЛГА""', 'ГК ""СВЯЗЬ-ГОРОД""', 'ООО СП ""ДУЭТ TL""']","['РАБОТА С ТЕКУЩЕЙ БАЗОЙ КЛИЕНТОВ', 'ПОИСК И ПРИВЛЕЧЕНИЕ КЛИЕНТОВ', 'ВЕДЕНИЕ ПЕРЕГОВОРОВ', 'УПРАВЛЕНИЕ ПЕРСОНАЛОМ', 'ОРГАНИЗАТОРСКИЕ НАВЫКИ', 'ТЕЛЕФОННЫЕ ПЕРЕГОВОРЫ', 'ПОЛЬЗОВАТЕЛЬ ПК', 'ДЕЛОВОЕ ОБЩЕНИЕ', 'ЗАКЛЮЧЕНИЕ ДОГОВОРОВ', 'УПРАВЛЕНИЕ ПРОЕКТАМИ', 'ДЕЛОВАЯ ПЕРЕПИСКА', 'ВЗАИМОДЕЙСТВИЕ С КОНТРОЛЬНЫМИ ОРГАНАМИ', 'КОНТРОЛЬ КАЧЕСТВА', 'РУКОВОДСТВО КОЛЛЕКТИВОМ', 'СТРОИТЕЛЬСТВО', 'ВОДИТЕЛЬСКОЕ  УДОСТОВЕРЕНИЕ КАТЕГОРИИ BC', 'МОБИЛЬНОСТЬ', 'РАБОТА С ОРГТЕХНИКОЙ', 'РАБОТА С ДЕБИТОРСКОЙ ЗАДОЛЖЕННОСТЬЮ', 'ДЕЛОВАЯ КОММУНИКАЦИЯ', 'УПРАВЛЕНИЕ ОТНОШЕНИЯМИ С КЛИЕНТАМИ', 'РАЗВИТИЕ КЛЮЧЕВЫХ КЛИЕНТОВ', 'ГРАМОТНАЯ РЕЧЬ', 'РАЗВИТИЕ ПРОДАЖ', 'РЕГИОНАЛЬНЫЕ СЕТИ', 'ВЕДЕНИЕ ОТЧЕТНОСТИ', 'ВЕДЕНИЕ КЛИЕНТСКОЙ БАЗЫ', 'РАБОТА В КОМАНДЕ']","['САРАТОВСКИЙ ГОСУДАРСТВЕННЫЙ ТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ, САРАТОВ']","['РУССКИЙ', 'АНГЛИЙСКИЙ']"
728,Менеджер по продажам и работе с клиентами,65 000 руб.,Женщина,36 лет,САНКТ-ПЕТЕРБУРГ,Опыт работы 12 лет 2 месяца,"['ООО «ЭНЕРГОПРОМ»', 'МЕДИЦИНСКИЙ ЦЕНТР БЛАКИТ', 'ИП РАДЧИКОВА', 'ООО МОДУС', 'ООО МОДУС', 'АВТОМОБИЛЬНЫЙ КЛУБ РОССИИ', 'АВТОМОБИЛЬНЫЙ КЛУБ РОССИИ']","['ДЕЛОВОЙ ЭТИКЕТ', 'ВЕДЕНИЕ ПЕРЕГОВОРОВ', 'ОРГАНИЗАТОРСКИЕ НАВЫКИ', 'ДОКУМЕНТООБОРОТ', 'РАБОТА С БОЛЬШИМ ОБЪЕМОМ ИНФОРМАЦИИ', 'КОНСУЛЬТИРОВАНИЕ', 'РАБОТА С ОРГТЕХНИКОЙ', 'АКТИВНЫЕ ПРОДАЖИ', 'ГРАМОТНАЯ РЕЧЬ', 'ПРЯМЫЕ ПРОДАЖИ', 'РАБОТА В КОМАНДЕ', 'ДЕЛОВАЯ ПЕРЕПИСКА', 'ПОЛЬЗОВАТЕЛЬ ПК', 'ТЕЛЕФОННЫЕ ПЕРЕГОВОРЫ', 'НАВЫКИ ПРЕЗЕНТАЦИИ', 'ОРГАНИЗАЦИЯ ВСТРЕЧ', 'ДЕЛОПРОИЗВОДСТВО', 'ПРИЕМ И РАСПРЕДЕЛЕНИЕ ТЕЛЕФОННЫХ ЗВОНКОВ', 'ХОЛОДНЫЕ ЗВОНКИ', 'ПОИСК И ПРИВЛЕЧЕНИЕ КЛИЕНТОВ', 'РАБОТА С БАЗАМИ ДАННЫХ', 'B2B ПРОДАЖИ', '1C: БУХГАЛТЕРИЯ']","['САНКТ-ПЕТЕРБУРГСКАЯ ГОССУДАРСТВЕННАЯ ЛЕСОТЕХНИЧЕСКАЯ АКАДЕМИЯ ИМ.С.М.КИРОВА', 'БОБРУЙСКИЙ ГОСУДАРСТВЕННЫЙ ЛЕСОТЕХНИЧЕСКИЙ ТЕХНИКУМ', 'БИЗНЕС МОЛОДОСТЬ', 'БИЗНЕС-ТРЕНЕР ВЯЧЕСЛАВ АРДЕНТОВ']",['АНГЛИЙСКИЙ']
729,Менеджер по продажам,50 000 руб.,Мужчина,28 лет,ВОРОНЕЖ,Опыт работы 3 года 10 месяцев,"['СДС, ООО', 'FRESH AUTO', 'ГАЗФОНД, НЕГОСУДАРСТВЕННЫЙ ПЕНСИОННЫЙ ФОНД', 'UBER', 'ЭР-ТЕЛЕКОМ ХОЛДИНГ, ЗАО']","['ДЕЛОВАЯ КОММУНИКАЦИЯ', 'ОБУЧЕНИЕ И РАЗВИТИЕ']","['РОССИЙСКАЯ АКАДЕМИЯ ПРАВОСУДИЯ ПРИ ВЕРХОВНОМ СУДЕ И ВЫСШЕМ АРБИТРАЖНОМ СУДЕ, МОСКВА']",['РУССКИЙ']
730,"руководитель направления. менеджер по продажам, закупкам",35 000 руб.,Мужчина,39 лет,КУРСК,Опыт работы 15 лет,"['ООО ""КОМПАНИЯ ЭНКОР""', 'ООО ""САН ТУТ""', 'ЗАВОД ""ЗЕНИТ ЧЕРНОЗЕМЬЕ""', 'ООО ТК ""СТРОЙРЕСУРС""', 'ООО ""РАДОМИР""', 'ООО ""СУПЕРСТРОЙ-НИЖНИЙ НОВГОРОД"", ТК ""СТРОЙ АРСЕНАЛ""', 'ТК ""СТРОЙГИГАНТ""']",,['КУРСКИЙ ГОСУДАРСТВЕННЫЙ ТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ'],"['РУССКИЙ', 'АНГЛИЙСКИЙ']"
731,Менеджер по продажам,60 000 руб.,Мужчина,36 лет,АПРЕЛЕВКА,Опыт работы 13 лет 3 месяца,"['ВОСТОК-АВТО (ОФИЦИАЛЬНЫЙ ДИЛЕР HYUNDAI)', 'ООО ""ПРОФПАРК""', 'ВОСТОК-АВТО (ОФИЦИАЛЬНЫЙ ДИЛЕР HYUNDAI)', 'ООО ""ЕВРОТЮНИНГ""', 'ГК АВТОМИР (VW ГЕРМАНИКА)']",,['МОСКОВСКАЯ АКАДЕМИЯ КОММУНАЛЬНОГО ХОЗЯЙСТВА И СТРОИТЕЛЬСТВА'],"['РУССКИЙ', 'АНГЛИЙСКИЙ']"
732,Территориальный менеджер по продажам (Стоматологические материалы),70 000 руб.,Мужчина,31 год,МОСКВА,Опыт работы 10 лет 5 месяцев,"['""РАББЕРДАМ КЛУБ""', 'ООО""БОРЫ.РУ""', 'ООО ""ХЕЛС МЕХАНИКС ФЛГ""', 'ФИТНЕС КЛУБ ""СПОРТИВ""', 'ООО ""АЛЬЯНС"" ДЕКОР-ЦЕНТР OIKOS', 'ИП ГРИШАКОВА Н.В. СЕТЬ МАГАЗИНОВ «СУДАРЬ»', 'ЗАО ""БЕРТА""', 'ЗАО""РЕ ТРЕЙДИНГ""']",,"['""ИНСТИТУТ АМДИНИСТРИРОВАНИЯ МЕЖДУНАРОДНОГО ТУРИЗМА""', 'ТРЕНИНГ ПО ПРОГРАММЕ ""ПЕРСОНАЛЬНЫЙ ТРЕНЕР ПО ФИТНЕСУ И БОДИБИЛДИГУ""']","['РУССКИЙ', 'АНГЛИЙСКИЙ', 'ФРАНЦУЗСКИЙ']"
733,Менеджер по продажам,60 000 руб.,Мужчина,24 года,МОСКВА,Опыт работы 1 год 9 месяцев,"['ТАКСКОМ, ООО', 'РУСГЕОКОМ']","['ДЕЛОВОЕ ОБЩЕНИЕ', '1С: ДОКУМЕНТООБОРОТ', 'СОПРОВОЖДЕНИЕ КЛИЕНТОВ', 'ВЕДЕНИЕ КЛИЕНТСКОЙ БАЗЫ', 'РАБОТА С КЛИЕНТАМИ', 'ПОЛЬЗОВАТЕЛЬ ПК', 'ОПЫТ ПРОДАЖ', 'КОНТРОЛЬ ОФОРМЛЕНИЯ ДОКУМЕНТОВ', 'ОРГАНИЗАТОРСКИЕ НАВЫКИ', 'ДЕЛОВАЯ ПЕРЕПИСКА', 'КОНСУЛЬТИРОВАНИЕ', 'ПОДГОТОВКА КОММЕРЧЕСКИХ ПРЕДЛОЖЕНИЙ']","['РОССИЙСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ФИЗИЧЕСКОЙ КУЛЬТУРЫ, СПОРТА, МОЛОДЕЖИ И ТУРИЗМА, МОСКВА']","['РУССКИЙ', 'АНГЛИЙСКИЙ']"
